frame,x_0,y_0,z_0,v_0,x_1,y_1,z_1,v_1,x_2,y_2,z_2,v_2,x_3,y_3,z_3,v_3,x_4,y_4,z_4,v_4,x_5,y_5,z_5,v_5,x_6,y_6,z_6,v_6,x_7,y_7,z_7,v_7,x_8,y_8,z_8,v_8,x_9,y_9,z_9,v_9,x_10,y_10,z_10,v_10,x_11,y_11,z_11,v_11,x_12,y_12,z_12,v_12,x_13,y_13,z_13,v_13,x_14,y_14,z_14,v_14,x_15,y_15,z_15,v_15,x_16,y_16,z_16,v_16,x_17,y_17,z_17,v_17,x_18,y_18,z_18,v_18,x_19,y_19,z_19,v_19,x_20,y_20,z_20,v_20,x_21,y_21,z_21,v_21,x_22,y_22,z_22,v_22,x_23,y_23,z_23,v_23,x_24,y_24,z_24,v_24,x_25,y_25,z_25,v_25,x_26,y_26,z_26,v_26,x_27,y_27,z_27,v_27,x_28,y_28,z_28,v_28,x_29,y_29,z_29,v_29,x_30,y_30,z_30,v_30,x_31,y_31,z_31,v_31,x_32,y_32,z_32,v_32
0,0.5126693844795227,0.19647908210754395,-0.2909103333950043,0.9925711750984192,0.5181503891944885,0.18060627579689026,-0.27913230657577515,0.9854453802108765,0.5218814611434937,0.1812191903591156,-0.2791523039340973,0.9849078059196472,0.5255908966064453,0.18183672428131104,-0.27914366126060486,0.9865565896034241,0.5078943967819214,0.17987245321273804,-0.2779485583305359,0.9898067116737366,0.5044781565666199,0.1798999011516571,-0.2779664397239685,0.9903174638748169,0.5016196966171265,0.17975515127182007,-0.277980774641037,0.9910697937011719,0.5308617353439331,0.1874551624059677,-0.18450012803077698,0.9640845060348511,0.4991297721862793,0.1831549108028412,-0.20424392819404602,0.9879104495048523,0.5195326805114746,0.21436993777751923,-0.2534949779510498,0.9869253039360046,0.5062360763549805,0.21305492520332336,-0.25234824419021606,0.9929934740066528,0.548585057258606,0.2794650197029114,-0.11624833196401596,0.9969562888145447,0.4726513922214508,0.2696080803871155,-0.10070028156042099,0.9997904896736145,0.5561423897743225,0.40486758947372437,-0.06988542526960373,0.4530279040336609,0.46271267533302307,0.40892407298088074,-0.049431946128606796,0.9059666991233826,0.5613886713981628,0.5141938328742981,-0.15154719352722168,0.4269675612449646,0.4535539746284485,0.5278909206390381,-0.12546353042125702,0.8843065500259399,0.5655518770217896,0.5507140159606934,-0.17720045149326324,0.4058156907558441,0.44976097345352173,0.5642496943473816,-0.1480501890182495,0.854934573173523,0.5598641037940979,0.5472079515457153,-0.2092389166355133,0.4049709737300873,0.45648878812789917,0.5617945194244385,-0.1831526756286621,0.8490206599235535,0.5568460822105408,0.5366581678390503,-0.16551251709461212,0.3868796229362488,0.45953020453453064,0.5517691969871521,-0.14078888297080994,0.8066613078117371,0.5307092666625977,0.5144432187080383,-0.007415015250444412,0.9971721172332764,0.48396411538124084,0.5166522264480591,0.00735873356461525,0.9981605410575867,0.5350311398506165,0.6890145540237427,0.003045476973056793,0.6709851026535034,0.48864811658859253,0.6907984614372253,0.015783369541168213,0.9120498895645142,0.5390962362289429,0.8433864116668701,0.1189708560705185,0.7776523232460022,0.48659342527389526,0.8425502181053162,0.1494886577129364,0.9383347630500793,0.531861424446106,0.8665211796760559,0.12261094152927399,0.7924349904060364,0.4914664626121521,0.8621003031730652,0.1555277556180954,0.9011210203170776,0.5585821866989136,0.8904412388801575,0.01036861166357994,0.8462474942207336,0.46620187163352966,0.9018054604530334,0.04904656484723091,0.9254998564720154
1,0.5094547271728516,0.19337578117847443,-0.30175140500068665,0.993312656879425,0.5145188570022583,0.1771889179944992,-0.2895481288433075,0.9868942499160767,0.5181187391281128,0.1778218001127243,-0.2895703911781311,0.9864104986190796,0.521549642086029,0.17855298519134521,-0.28955766558647156,0.9878934621810913,0.5040014386177063,0.17716084420681,-0.2887822985649109,0.9908194541931152,0.5003422498703003,0.1777907907962799,-0.2888025641441345,0.9912784695625305,0.49721962213516235,0.17836833000183105,-0.2888208329677582,0.9919540882110596,0.5263930559158325,0.18684116005897522,-0.1921364814043045,0.967660129070282,0.4941159784793854,0.18334805965423584,-0.1939103603363037,0.9890995621681213,0.5163177251815796,0.21066661179065704,-0.26314419507980347,0.9882286190986633,0.5029585361480713,0.21010543406009674,-0.26247844099998474,0.9936895966529846,0.549461305141449,0.2779650092124939,-0.12247242778539658,0.997256875038147,0.4699729084968567,0.2728198170661926,-0.10128997266292572,0.9998062252998352,0.5577512979507446,0.4018956422805786,-0.07894185930490494,0.5066652297973633,0.4602821469306946,0.40839096903800964,-0.05415806919336319,0.9120554327964783,0.5628145933151245,0.5119248032569885,-0.16545765101909637,0.4829675257205963,0.4512506127357483,0.5252822041511536,-0.13130202889442444,0.8922228813171387,0.566932201385498,0.5505852103233337,-0.19215849041938782,0.46229031682014465,0.4473154544830322,0.5604928731918335,-0.15418323874473572,0.862728476524353,0.560012698173523,0.5471060276031494,-0.2244885265827179,0.4617578685283661,0.45343708992004395,0.5592054724693298,-0.18823079764842987,0.8578078746795654,0.5571844577789307,0.5366756319999695,-0.1795847862958908,0.4447619318962097,0.4564114212989807,0.5495789051055908,-0.14611056447029114,0.8189530372619629,0.5329040288925171,0.5071589350700378,-0.010591039434075356,0.9974148273468018,0.48303836584091187,0.5108537077903748,0.010544049553573132,0.9983201622962952,0.532780647277832,0.6857325434684753,-0.0011955902446061373,0.7029597163200378,0.4874127507209778,0.6845629215240479,0.016956686973571777,0.9199788570404053,0.5395212173461914,0.8399979472160339,0.11429493129253387,0.7989956140518188,0.48188042640686035,0.8393138647079468,0.14506596326828003,0.9438711404800415,0.5319851636886597,0.8618179559707642,0.1177123412489891,0.805793821811676,0.48778876662254333,0.8583523035049438,0.15079481899738312,0.9037253856658936,0.557759702205658,0.8925720453262329,0.006099793594330549,0.8602142930030823,0.4614500403404236,0.9009671807289124,0.03810629993677139,0.9317976832389832
2,0.5102673768997192,0.19179344177246094,-0.30512112379074097,0.9939800500869751,0.5149484276771545,0.17600315809249878,-0.2924586832523346,0.9881988167762756,0.5183346271514893,0.176612988114357,-0.29248327016830444,0.9877633452415466,0.5214246511459351,0.17732907831668854,-0.2924719750881195,0.9890972375869751,0.5045616030693054,0.1760636866092682,-0.2921328842639923,0.9917315244674683,0.5008920431137085,0.1768369823694229,-0.29215386509895325,0.9921439290046692,0.49749618768692017,0.1776781678199768,-0.2921738624572754,0.9927509427070618,0.525408148765564,0.18666574358940125,-0.1930457502603531,0.9708794355392456,0.49368152022361755,0.18367525935173035,-0.19297544658184052,0.9901722073554993,0.5166759490966797,0.20867112278938293,-0.2658819258213043,0.9894019961357117,0.5035850405693054,0.20847271382808685,-0.2658024728298187,0.9943166971206665,0.5495864152908325,0.27703332901000977,-0.12025674432516098,0.9975271821022034,0.46930378675460815,0.2748112678527832,-0.10357711464166641,0.999820351600647,0.5575674772262573,0.3991759717464447,-0.07638238370418549,0.5548533797264099,0.46048736572265625,0.4084208905696869,-0.05630279704928398,0.9177799820899963,0.562466561794281,0.510332465171814,-0.16750404238700867,0.5332960486412048,0.4511076509952545,0.5234454870223999,-0.13598212599754333,0.8996388912200928,0.5663977861404419,0.5504184365272522,-0.19503948092460632,0.512969970703125,0.4471045434474945,0.5583301186561584,-0.16002750396728516,0.870290994644165,0.55972820520401,0.5470374822616577,-0.2277771532535553,0.5127098560333252,0.45317092537879944,0.5577606558799744,-0.1939159333705902,0.8662317991256714,0.5570492744445801,0.5366485714912415,-0.18186767399311066,0.49663621187210083,0.4562547206878662,0.5480984449386597,-0.15074190497398376,0.8304729461669922,0.5327242016792297,0.5049741864204407,-0.008042171597480774,0.9976314306259155,0.4819536805152893,0.5084009170532227,0.007994771003723145,0.9984634518623352,0.5319326519966125,0.6835219264030457,0.000638703175354749,0.731753945350647,0.4867216944694519,0.6838852763175964,0.015292142517864704,0.9271828532218933,0.539135754108429,0.8407313823699951,0.11586706340312958,0.8182161450386047,0.4816765785217285,0.8391730189323425,0.14387714862823486,0.9488588571548462,0.5316425561904907,0.8625745177268982,0.11924183368682861,0.8179508447647095,0.48701730370521545,0.8580631017684937,0.14807015657424927,0.9054572582244873,0.5574787855148315,0.8960801959037781,0.005564892198890448,0.8728209733963013,0.46154293417930603,0.9005199670791626,0.026245027780532837,0.9374567866325378
3,0.5093869566917419,0.1889566034078598,-0.30481699109077454,0.9945794343948364,0.5144358277320862,0.17381736636161804,-0.2924523949623108,0.9893670678138733,0.5178741216659546,0.17452232539653778,-0.2924812436103821,0.9889748692512512,0.5210425853729248,0.17539678514003754,-0.29246988892555237,0.9901741743087769,0.5041690468788147,0.17385928332805634,-0.2916688323020935,0.9925466179847717,0.5005582571029663,0.1747032105922699,-0.29169315099716187,0.9929161667823792,0.49724236130714417,0.1757214218378067,-0.2917298376560211,0.9934606552124023,0.5250536799430847,0.18601854145526886,-0.19510135054588318,0.9737620949745178,0.4936324954032898,0.18364523351192474,-0.19243311882019043,0.9911205768585205,0.5158799290657043,0.2060263305902481,-0.266480028629303,0.9904553890228271,0.5027779936790466,0.20593568682670593,-0.26571837067604065,0.9948779940605164,0.549790620803833,0.27642419934272766,-0.12358914315700531,0.997769296169281,0.4690760672092438,0.27603915333747864,-0.10441772639751434,0.9998316168785095,0.5573851466178894,0.39722371101379395,-0.08122460544109344,0.598199188709259,0.4611354470252991,0.4087086021900177,-0.055895864963531494,0.9225044250488281,0.5624221563339233,0.5099012851715088,-0.17406097054481506,0.578640341758728,0.45142167806625366,0.5227726697921753,-0.13480661809444427,0.9061355590820312,0.5667886137962341,0.5501681566238403,-0.20186057686805725,0.5587227940559387,0.4476028382778168,0.5568940043449402,-0.158600851893425,0.8769172430038452,0.5597031116485596,0.5470920205116272,-0.2346271574497223,0.5586864948272705,0.4538767337799072,0.5568094849586487,-0.1931045800447464,0.8736439347267151,0.5569547414779663,0.5369882583618164,-0.1883755326271057,0.5434918403625488,0.4570358693599701,0.5470024347305298,-0.14973977208137512,0.840703547000885,0.5339412689208984,0.5050839781761169,-0.007640595082193613,0.9978155493736267,0.4826485514640808,0.5086288452148438,0.007592154201120138,0.9985864162445068,0.531666100025177,0.683500349521637,0.008325576782226562,0.7574893832206726,0.4851197600364685,0.6856210827827454,0.01648819074034691,0.9334931969642639,0.5387436151504517,0.8403462171554565,0.12964048981666565,0.8351990580558777,0.4818529188632965,0.8376821875572205,0.14705824851989746,0.9530621767044067,0.5309599041938782,0.8620565533638,0.133685901761055,0.8265637755393982,0.4871155321598053,0.8560558557510376,0.1518521010875702,0.9049070477485657,0.5573436617851257,0.8967545628547668,0.019682930782437325,0.8836545348167419,0.4623594880104065,0.8992749452590942,0.03299712762236595,0.9420849084854126
4,0.5095010995864868,0.1886167675256729,-0.3166336119174957,0.9951195120811462,0.5147095918655396,0.17343929409980774,-0.30421707034111023,0.9904212951660156,0.5181582570075989,0.17415301501750946,-0.30424004793167114,0.9900681972503662,0.5212372541427612,0.175027996301651,-0.30423498153686523,0.9911465644836426,0.5044049024581909,0.17336539924144745,-0.30399584770202637,0.9932828545570374,0.5008231401443481,0.17413775622844696,-0.304019033908844,0.9936146140098572,0.4974230229854584,0.17509427666664124,-0.3040497601032257,0.9941032528877258,0.5251356363296509,0.18583065271377563,-0.2054547816514969,0.9763639569282532,0.49376073479652405,0.1835981011390686,-0.20352670550346375,0.9919837713241577,0.5159134268760681,0.20550628006458282,-0.27753886580467224,0.9914049506187439,0.502836287021637,0.20533262193202972,-0.2774951159954071,0.995384931564331,0.5500718355178833,0.27599984407424927,-0.1303369402885437,0.9979878067970276,0.4687904715538025,0.27657556533813477,-0.11451586335897446,0.9998420476913452,0.557630181312561,0.39699676632881165,-0.08119556307792664,0.6372798085212708,0.46087223291397095,0.4087716042995453,-0.0661918893456459,0.9271220564842224,0.5623924732208252,0.5099344253540039,-0.16694247722625732,0.6194514036178589,0.4514583945274353,0.5220940709114075,-0.1439695656299591,0.9123265743255615,0.5669655799865723,0.5500363111495972,-0.19362923502922058,0.5998537540435791,0.44734781980514526,0.5560981035232544,-0.1676853597164154,0.8833792805671692,0.5593975782394409,0.5475919246673584,-0.22614696621894836,0.6000345945358276,0.45344576239585876,0.5560400485992432,-0.20190247893333435,0.8807957768440247,0.5566853284835815,0.5379490256309509,-0.18104833364486694,0.5856362581253052,0.4567534327507019,0.5461620688438416,-0.15869617462158203,0.8504049181938171,0.533665657043457,0.5056116580963135,-0.008149302564561367,0.9979842901229858,0.48262375593185425,0.5093602538108826,0.008096691220998764,0.9986953735351562,0.5315752625465393,0.6840210556983948,0.00804823637008667,0.7809259295463562,0.48410525918006897,0.6867008805274963,0.01927855610847473,0.9392754435539246,0.5391521453857422,0.8396640419960022,0.13214674592018127,0.8506811857223511,0.48226475715637207,0.8363274335861206,0.1524222195148468,0.9569039940834045,0.5320125818252563,0.8585219383239746,0.13628801703453064,0.8344485759735107,0.4879899024963379,0.8532314896583557,0.15767714381217957,0.9046624898910522,0.5572724938392639,0.8964177370071411,0.0212933998554945,0.8935667276382446,0.4628544747829437,0.8976809978485107,0.033622656017541885,0.9463353753089905
5,0.510306715965271,0.18811899423599243,-0.3176082968711853,0.9956055879592896,0.5153038501739502,0.1729002147912979,-0.3047040104866028,0.9913701415061951,0.5187335014343262,0.17354871332645416,-0.3047274351119995,0.9910518527030945,0.5216755867004395,0.17436586320400238,-0.3047155737876892,0.9920212030410767,0.5049313902854919,0.172989159822464,-0.30506354570388794,0.9939459562301636,0.5013368129730225,0.17382070422172546,-0.3050878643989563,0.9942435026168823,0.49784040451049805,0.1748114675283432,-0.30512040853500366,0.9946819543838501,0.5254039168357849,0.1853269338607788,-0.20491626858711243,0.9787045121192932,0.4937266409397125,0.18359003961086273,-0.20643837749958038,0.9927624464035034,0.5166686773300171,0.20510421693325043,-0.27827903628349304,0.9922592639923096,0.5037150382995605,0.20504215359687805,-0.2789771258831024,0.9958411455154419,0.5499821305274963,0.2757279574871063,-0.12926308810710907,0.9981832504272461,0.46882081031799316,0.2768059968948364,-0.1184377521276474,0.9998515844345093,0.5577694773674011,0.39713338017463684,-0.08155171573162079,0.6722809076309204,0.4609244763851166,0.4088425040245056,-0.07156917452812195,0.9314652681350708,0.5624902248382568,0.5099453926086426,-0.16967661678791046,0.6560277938842773,0.4514644145965576,0.5216673016548157,-0.14954550564289093,0.9179347157478333,0.5666599869728088,0.5500583052635193,-0.19653856754302979,0.636570394039154,0.4471541941165924,0.5552154779434204,-0.17354145646095276,0.889168381690979,0.5591922998428345,0.5479626059532166,-0.22936518490314484,0.6369528770446777,0.4531122148036957,0.5553728938102722,-0.20751650631427765,0.8872238993644714,0.5566422343254089,0.5385409593582153,-0.1840815246105194,0.6232572197914124,0.4564591944217682,0.5454785823822021,-0.16424772143363953,0.8592327833175659,0.5339056253433228,0.5061039328575134,-0.007206541486084461,0.9981306195259094,0.4828268587589264,0.5099589228630066,0.00716159725561738,0.9987956881523132,0.5319284200668335,0.684095561504364,0.013602396473288536,0.8020222783088684,0.48388171195983887,0.6870965361595154,0.021717829629778862,0.9445509910583496,0.5396559834480286,0.8387830853462219,0.13937734067440033,0.8646095991134644,0.48265233635902405,0.8366466760635376,0.15574511885643005,0.9604749083518982,0.5321325063705444,0.8575281500816345,0.14363719522953033,0.8418707847595215,0.4884534478187561,0.854191243648529,0.16100110113620758,0.9059629440307617,0.5581202507019043,0.8963592648506165,0.029910724610090256,0.9025159478187561,0.46272212266921997,0.8972020745277405,0.036181870847940445,0.9503352046012878
6,0.5105629563331604,0.18839675188064575,-0.31877875328063965,0.9960429668426514,0.5155278444290161,0.1730421930551529,-0.30587834119796753,0.992223858833313,0.5189239978790283,0.17361865937709808,-0.3059019446372986,0.991936981678009,0.5218170881271362,0.17436568439006805,-0.30589181184768677,0.9928082823753357,0.5051926374435425,0.17320990562438965,-0.3062727153301239,0.9945424795150757,0.501632809638977,0.17403544485569,-0.30629634857177734,0.9948091506958008,0.4981847405433655,0.1749756634235382,-0.30632859468460083,0.9952025413513184,0.5255441665649414,0.18513353168964386,-0.2058115005493164,0.9808114767074585,0.4938122630119324,0.18363085389137268,-0.20775730907917023,0.9934623837471008,0.5169375538825989,0.20520281791687012,-0.27930694818496704,0.9930281639099121,0.5041291117668152,0.20514973998069763,-0.28003963828086853,0.9962517023086548,0.5501054525375366,0.27560484409332275,-0.13049353659152985,0.9983592629432678,0.4689159393310547,0.27690422534942627,-0.11840109527111053,0.9998598098754883,0.5582075119018555,0.39726635813713074,-0.08335661888122559,0.7038030624389648,0.4610985219478607,0.40893062949180603,-0.07027678936719894,0.9352201223373413,0.562426745891571,0.509960949420929,-0.17188481986522675,0.6889042258262634,0.45144644379615784,0.5214713215827942,-0.14948110282421112,0.9228399991989136,0.5660692453384399,0.5501648783683777,-0.1992570161819458,0.669536292552948,0.44661960005760193,0.5546327829360962,-0.17357030510902405,0.8941749334335327,0.5588527917861938,0.5482242107391357,-0.2318977564573288,0.6701062917709351,0.4523404538631439,0.5551272630691528,-0.2085530012845993,0.8928401470184326,0.556423544883728,0.5388649702072144,-0.1862412393093109,0.6570127010345459,0.45571738481521606,0.5452495217323303,-0.16461125016212463,0.8670165538787842,0.5343238115310669,0.5064319372177124,-0.007875638082623482,0.9982560276985168,0.48327797651290894,0.5102675557136536,0.007841827347874641,0.9988821744918823,0.5319637060165405,0.6843214631080627,0.011898340657353401,0.8209779858589172,0.4844072759151459,0.6874603033065796,0.02194291539490223,0.9492136836051941,0.5401595830917358,0.8391509056091309,0.13825254142284393,0.8770427703857422,0.48310190439224243,0.8376025557518005,0.15493375062942505,0.9635812044143677,0.5325804948806763,0.858203113079071,0.14246460795402527,0.8472143411636353,0.48877963423728943,0.8556550145149231,0.16013416647911072,0.9062955975532532,0.558106541633606,0.8963600397109985,0.02755647525191307,0.9103661179542542,0.4624168276786804,0.8969185948371887,0.037942755967378616,0.9537481665611267
7,0.5106063485145569,0.18883849680423737,-0.32530948519706726,0.9964370131492615,0.5154346227645874,0.17329661548137665,-0.3128594160079956,0.9929941892623901,0.5188198089599609,0.1737835854291916,-0.3128821849822998,0.9927356839179993,0.5216749906539917,0.17443907260894775,-0.3128754496574402,0.9935188889503479,0.5050817131996155,0.1735670268535614,-0.31345027685165405,0.9950811266899109,0.5015243291854858,0.1743433028459549,-0.3134745955467224,0.9953204393386841,0.49808940291404724,0.17516949772834778,-0.3135063052177429,0.9956734776496887,0.5254331827163696,0.1848699152469635,-0.21286432445049286,0.9827121496200562,0.49366235733032227,0.18393474817276,-0.21555551886558533,0.9940983057022095,0.5170847773551941,0.2054508477449417,-0.2855902314186096,0.9937211275100708,0.5043262839317322,0.20542675256729126,-0.2866702675819397,0.9966222643852234,0.5500131845474243,0.2754759192466736,-0.13460272550582886,0.9985179305076599,0.4687919020652771,0.2769480049610138,-0.12446939945220947,0.9998674392700195,0.5579046607017517,0.39736777544021606,-0.0837075263261795,0.7321619391441345,0.46100401878356934,0.4091491997241974,-0.07712627947330475,0.9390109777450562,0.5623606443405151,0.5099848508834839,-0.16876912117004395,0.718526303768158,0.45144978165626526,0.5215425491333008,-0.1538541615009308,0.9276114106178284,0.5658714175224304,0.550139307975769,-0.1951393187046051,0.6992679834365845,0.44651108980178833,0.5546071529388428,-0.17762605845928192,0.8992432355880737,0.5587570071220398,0.5483282208442688,-0.2276049554347992,0.7000184655189514,0.4518335461616516,0.5553115606307983,-0.211375430226326,0.8984248042106628,0.5563482642173767,0.5390229821205139,-0.18294844031333923,0.6875060796737671,0.45505332946777344,0.5454222559928894,-0.16838225722312927,0.8745898008346558,0.5339469313621521,0.5059962272644043,-0.007611272390931845,0.9983708262443542,0.4833518862724304,0.5097576379776001,0.007570317946374416,0.9989585280418396,0.5317526459693909,0.6836974024772644,0.009577138349413872,0.8379391431808472,0.4844575524330139,0.6863502860069275,0.020774852484464645,0.9532942175865173,0.5403428673744202,0.839360237121582,0.13101139664649963,0.8881726264953613,0.4829525351524353,0.8380692601203918,0.15464527904987335,0.9662847518920898,0.5327653884887695,0.8595744371414185,0.13476134836673737,0.8519788980484009,0.48860615491867065,0.8567013144493103,0.1583707183599472,0.9056654572486877,0.5577696561813354,0.8973634243011475,0.02104049362242222,0.9173132181167603,0.46290040016174316,0.8963371515274048,0.0351109504699707,0.9566382169723511
8,0.5106235146522522,0.18829235434532166,-0.3224044442176819,0.9967916011810303,0.5154243111610413,0.17288267612457275,-0.30966171622276306,0.9936873316764832,0.518804132938385,0.17336852848529816,-0.3096877932548523,0.9934544563293457,0.5216314792633057,0.17400622367858887,-0.30968618392944336,0.9941585659980774,0.5050090551376343,0.1731981635093689,-0.3102360665798187,0.9955655336380005,0.5013359189033508,0.1740642637014389,-0.3102598190307617,0.9957799911499023,0.4977656304836273,0.17499810457229614,-0.3102833032608032,0.9960966110229492,0.5253776907920837,0.18439272046089172,-0.20945724844932556,0.9844231605529785,0.49314600229263306,0.18393567204475403,-0.21288523077964783,0.9946678280830383,0.5169781446456909,0.20519281923770905,-0.2826530337333679,0.9943446516990662,0.5040382742881775,0.20524059236049652,-0.28368180990219116,0.9969552755355835,0.5494755506515503,0.2754390835762024,-0.13345417380332947,0.9986611008644104,0.4686238765716553,0.27679720520973206,-0.12084132432937622,0.9998736381530762,0.5579513311386108,0.3971938192844391,-0.08360636979341507,0.7577695250511169,0.4605514407157898,0.4089767038822174,-0.07037808001041412,0.9418026804924011,0.5620210766792297,0.5098943710327148,-0.1663402020931244,0.745050311088562,0.45030245184898376,0.5213857889175415,-0.1479298323392868,0.9310982823371887,0.5654249787330627,0.5500882267951965,-0.19259144365787506,0.7256971597671509,0.4448948800563812,0.5547654032707214,-0.17112353444099426,0.9025167226791382,0.5586287379264832,0.5483081340789795,-0.22459879517555237,0.7266318798065186,0.44989579916000366,0.5554264783859253,-0.2069638967514038,0.9022578597068787,0.5561957955360413,0.5389986634254456,-0.18028390407562256,0.7145864367485046,0.4531018137931824,0.5454393625259399,-0.1633080542087555,0.8801358342170715,0.5332612991333008,0.5055355429649353,-0.009182929061353207,0.9984810948371887,0.4824562072753906,0.5087862014770508,0.009137215092778206,0.9990288615226746,0.5315531492233276,0.6828668713569641,0.005220331251621246,0.8532301187515259,0.4839421212673187,0.685456395149231,0.020736372098326683,0.9569722414016724,0.5406700968742371,0.8397932052612305,0.12784232199192047,0.8983124494552612,0.4824279844760895,0.8382614254951477,0.15299615263938904,0.9688032865524292,0.533431887626648,0.8604559898376465,0.13166512548923492,0.8564239740371704,0.4884185791015625,0.8571685552597046,0.15752291679382324,0.9059787392616272,0.5577392578125,0.8970880508422852,0.017160749062895775,0.923742949962616,0.46227964758872986,0.8960964679718018,0.03652195259928703,0.9594289660453796
9,0.5106219053268433,0.18853484094142914,-0.32169076800346375,0.9971104860305786,0.515195369720459,0.1729334145784378,-0.30932483077049255,0.9943100214004517,0.5184254050254822,0.17344020307064056,-0.3093498945236206,0.9941000938415527,0.5211045145988464,0.1740783303976059,-0.3093462586402893,0.9947326183319092,0.5048975944519043,0.17338575422763824,-0.31058332324028015,0.9960005283355713,0.5011871457099915,0.17420707643032074,-0.3106026351451874,0.9961928129196167,0.4975767731666565,0.17508277297019958,-0.3106275796890259,0.9964764714241028,0.5242703557014465,0.18434594571590424,-0.20861728489398956,0.9859596490859985,0.4924563467502594,0.1839827597141266,-0.21471941471099854,0.9951801300048828,0.5165438652038574,0.2052992433309555,-0.28142082691192627,0.9949053525924683,0.5036593079566956,0.20531055331230164,-0.2834315299987793,0.9972548484802246,0.5483309626579285,0.27535390853881836,-0.12914615869522095,0.9987899661064148,0.4671185612678528,0.2766101658344269,-0.12312815338373184,0.9998794794082642,0.5568026900291443,0.3970091938972473,-0.07434333860874176,0.7807387709617615,0.4588894844055176,0.4086523652076721,-0.07564624398946762,0.9446540474891663,0.5616448521614075,0.5095290541648865,-0.1541132777929306,0.768994152545929,0.44876033067703247,0.5215616822242737,-0.15239672362804413,0.9346615076065063,0.5650642514228821,0.5499824285507202,-0.17888972163200378,0.7496404647827148,0.44412660598754883,0.554961621761322,-0.17602448165416718,0.9062607288360596,0.5583623647689819,0.5481537580490112,-0.21091850101947784,0.7507261633872986,0.4490594267845154,0.5554713010787964,-0.20911255478858948,0.9064339995384216,0.555949330329895,0.5388402938842773,-0.1680169701576233,0.7391397356987,0.4520386755466461,0.5454069972038269,-0.16684888303279877,0.8858307003974915,0.5326244831085205,0.50565105676651,-0.007579936645925045,0.9985759258270264,0.4812469482421875,0.5087538361549377,0.007529794238507748,0.9990870952606201,0.5311129093170166,0.6822068691253662,0.009921441785991192,0.8671039938926697,0.4828968942165375,0.684150755405426,0.020489607006311417,0.9603081345558167,0.5404617190361023,0.840059220790863,0.12970373034477234,0.9074763059616089,0.4822617471218109,0.837233304977417,0.1516404002904892,0.9710431098937988,0.5335360169410706,0.8606249690055847,0.1333572268486023,0.8613543510437012,0.4884849190711975,0.8551760315895081,0.15652760863304138,0.9059391021728516,0.5574401021003723,0.8968185186386108,0.01986515335738659,0.929588794708252,0.4635597765445709,0.8953326940536499,0.03706340119242668,0.9618697762489319
