frame,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,left_wrist_dist
1,170.0611622060531,175.37785077762666,166.67665692863602,167.0237029530624,0.11226976926865836
2,170.68530342129782,176.52558106546311,166.80543531494178,167.13765366520744,0.11230570836366698
3,171.3162268736483,177.53033528040862,166.47214937959214,166.91982263121787,0.11216928461493958
4,171.9429090831973,178.4642535358257,165.47963195327088,166.32878457039473,0.11184231397403953
5,172.6280826017925,179.02042966340437,164.58595099814784,165.58982014173657,0.11144750743014532
6,173.39799137802584,179.31242674792367,164.40347972900923,165.08669829885906,0.11099249644410071
7,174.07278043419163,179.3988846289716,164.05745143171876,164.77265080931653,0.11070152616008114
8,174.55943910215598,179.45008321396858,163.38122075314092,164.58596801451984,0.11056155462464116
9,174.86904888132148,179.6284750040735,163.40645556288857,165.69721828902132,0.11073967530375871
10,175.22833142546872,179.78469933709695,164.7800437732461,168.00967090392584,0.111001377414773
11,175.54172926191114,179.2242195905966,166.31675941920224,169.7522675039979,0.11126690061253718
12,175.6801857773335,178.7339276567912,167.77832780265138,170.04278900084714,0.1115098904707786
13,175.46288369538829,178.56326431942406,169.02029310163695,170.32121524932762,0.11177395063720096
14,174.92873076628322,178.6577996805786,170.53481927754265,170.91528918583296,0.11197343836138034
15,174.4139587527185,179.27798860463852,172.27223857431736,171.20365812046077,0.11194052314480012
16,174.15416951961748,179.8278873426824,174.2315996017392,171.69513699198794,0.1117605619753449
17,174.07416477794018,179.8616415247272,175.78216091852582,173.21611020071455,0.111647859786802
18,173.9663371636903,179.87717082053197,176.9520615305996,175.4300928220819,0.11174456104431145
19,173.70932299295546,179.97508336207954,177.50777054169478,177.36845346792347,0.11189534332975311
20,173.31686827522213,179.91173208487518,177.36270990415468,178.23673513801103,0.11186530310515183
21,172.89413215836998,179.75756780667575,176.88005280672226,178.43200386389387,0.11162857386589961
22,172.69285526365775,179.29781063356012,175.9253479354243,178.3493592667073,0.11141866187979593
23,172.7140823861297,178.47975231349292,174.3066467123821,178.37150915732798,0.11147489446435707
24,172.37366211011798,177.60501224628385,172.0417705428635,178.28922095371388,0.11185372581382347
25,171.60652398682166,177.27329790459905,170.20486463694337,179.39498065640632,0.11231967510581678
26,170.96755960718286,177.60299067344837,168.9239026558361,179.0510316255617,0.11268029688304204
27,171.105493566411,178.25187577056556,167.255760549553,176.7717805331118,0.11290591127452004
28,171.8238294338516,179.26245781383625,164.13670795375762,174.45410143111084,0.11301560110525025
29,172.56399405032218,179.1381721942553,160.40428486616534,172.28096081607606,0.11304844820511918
30,172.99291356059598,177.36915635337746,157.52182491327432,171.17336573857955,0.11278522273627364
31,173.1056483175387,176.1227109408098,154.86906619178006,170.4508569203315,0.11211471856897018
32,173.1909292457447,175.47699868437175,152.11794011346245,170.151211102435,0.11118895183344102
33,172.71246373362047,174.89614153494375,149.81197867688599,170.11058647306655,0.11078518691232088
34,171.61520506089974,174.44194213848235,148.47371980879316,169.70381155778867,0.11096074342765876
35,170.47244420079858,174.11445523219655,147.91298157464908,169.84369426535926,0.11150450607866817
36,169.99958533702326,173.9307344311339,147.32920350935478,170.9527906268538,0.11151135009139637
37,169.9317108471179,173.7689143855542,146.39793756216895,172.45250426565838,0.11124009116225543
38,170.0104014329859,174.3873949529185,144.91415640931498,173.18039908367092,0.11091639641438492
39,169.84426640135996,174.95659327583988,144.57234555087675,174.17843457623906,0.11105607599162545
40,169.17604777523394,174.94387782406363,144.90263076184803,176.15325768012548,0.11114375244761046
41,168.86779613984362,175.82323663317152,145.31788564296087,178.3804168219003,0.11172970579476851
42,169.24028970819552,177.6490981253917,145.25699315080917,179.88135725546377,0.11335318936345966
43,169.70714204132238,178.55201778674888,146.16094477489003,178.6637090684004,0.11530683864431679
44,170.2430230529518,178.15085405145825,148.1020650088179,177.8134771068882,0.11764515002159479
45,170.8400034630608,178.3239991501283,151.19975378604855,178.6582523750842,0.12011815157664095
46,170.7731414751567,178.2927244830135,154.35520443644774,178.91110694566513,0.12330861875887837
47,169.63883848502738,177.66192385282594,156.59114007624427,176.99593094913612,0.1264682198754295
48,167.72546838018107,177.3781109460705,157.49069640840355,173.78341691005312,0.12984864180838357
49,165.10135819923275,177.87846797272746,158.5820463757775,170.65464104563782,0.13145837181762576
50,162.59963324764922,179.78466507752933,159.80563817275527,167.03942605659196,0.1308722161854986
51,160.8124153556365,178.29746227619907,160.3577743071394,164.5575522511776,0.12997253773429807
52,159.73445193089162,176.19929997231802,160.206755281705,164.9948738584583,0.13010730670433318
53,158.9965038286382,175.20986975132905,160.4344826911505,165.1888804670519,0.13034248197290466
54,160.01995847806398,174.61464561510036,160.92368302512142,163.6500343558591,0.13019058325359784
55,162.33096211437615,175.40573142740993,161.22165849737212,162.52343486437442,0.1303404458360153
56,164.75868642415816,176.1227706516323,161.92173580479607,161.40018768692906,0.13077429620062914
57,165.18955162753366,176.7779986832863,163.21095802643123,159.18832841781736,0.1313461396036195
58,164.7325200817167,177.61469310779398,164.46425539529676,156.94740250017492,0.13241662388861808
59,165.08747390650697,178.59478199609973,165.18014170235367,156.5934821977602,0.13371646412268773
60,166.64675330448725,178.72599290841885,165.62936804520558,156.38478610178436,0.13455420966005305
61,168.50472437892668,178.22928633889396,166.4102470583871,156.39974842178756,0.13510193404109064
62,169.82712809697148,177.86646682672682,167.30780262936676,156.8812667580351,0.13577043926786797
63,170.68119196265235,177.9249153141701,168.98980491122114,157.61724770559877,0.13664013572633832
64,171.2711608479228,178.12872792100035,171.20806820293245,158.205031247133,0.1375921267097891
65,172.00087806241896,178.312290832729,173.46772949697393,158.3870345266305,0.1391257086681273
66,172.67608144439544,178.51315067334505,174.32440326275426,161.11651084741527,0.14172966454606323
67,172.79543449373634,178.64472602277286,173.15946646714704,166.41776375905224,0.14531532390498714
68,172.9020642227685,177.77365654026178,172.20004971413,172.15235758933542,0.14789953147583113
69,173.4108219283885,175.8927160463472,171.56167862746423,173.8611235774319,0.1496771907341748
70,174.61571341810532,173.38526804689596,171.81091817585576,173.02037621414524,0.15068815540771968
71,175.27291473988237,169.67314991214798,172.0250348066222,171.56770358612212,0.15210005281707223
72,175.224318825726,164.81428386181474,171.65713542714056,171.26003188902754,0.1523077446924022
73,174.5770587019836,160.96636972679372,169.28516393634982,171.49044543837468,0.15219782617449334
74,174.5813109351906,159.4681055453055,165.25695810002023,172.76936078805005,0.15165608469612296
75,174.65986520617628,159.16756641662462,160.91456104917842,175.31666676720647,0.15185428256895342
76,174.86160938291138,159.84548284748658,158.16279889427338,178.32240645833133,0.15059138909826533
77,174.68786887496287,162.14776621769437,157.8433818230794,178.87411814978734,0.14920044449898015
78,174.57331332839598,164.53955845984459,158.72864083797472,176.0163450218329,0.1472967269798762
79,174.6755550082709,166.89754276520677,159.30246399144127,172.55992341326356,0.14592982323352768
