frame,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,left_wrist_dist
0,158.4833473363947,156.57610980514627,142.33699360523534,143.49018925704348,0.12232010737864703
1,148.08792596111667,154.67612121795594,136.9023099284887,141.66163128304524,0.11999488122050263
2,137.62371980828158,155.93182232407995,132.80667007911305,142.89353847293899,0.11674505009221602
3,126.28071708013331,165.13416127905404,129.75818084848427,149.59941670705456,0.11095600312420417
4,118.02570305924894,167.0427115787959,129.3422635891994,154.10721151767046,0.10927110200271378
5,117.1196409168018,163.58995987197687,129.83524528584098,150.6764671222509,0.10908269725637289
6,124.26303964998257,163.60882924517992,131.19845404808066,149.6663770133558,0.10885152438600953
7,135.66790648350963,163.69793338028558,132.02126107753782,149.0909608717609,0.10791698290170731
8,146.2103457634131,163.16455586611676,133.35800171878196,149.44829349854538,0.10671787019935158
9,153.46560859576343,161.80927328191396,135.3902344309723,150.23495231254975,0.10588667283996965
10,161.35856159769705,161.93291382131753,138.6875906936988,149.64757045576965,0.10612862243644886
11,167.3238046878748,163.15394404178244,141.73716041297502,151.5318990386494,0.10649477190637219
12,170.5669283581113,164.9776833620501,144.81156330573913,156.08374480907747,0.10683176326821293
13,170.4705183246243,167.88711516037034,145.48944834886112,162.33172529058373,0.10746334119806102
14,169.16809962500892,170.4592764434566,143.67853181242117,161.45300539579316,0.10868803798853205
15,166.82528269233083,171.30572701579806,143.59454701783378,160.17356067330414,0.10996103033125862
16,162.92530693027282,168.5828520454384,145.14270216195672,158.64070659639106,0.11120355536742481
17,156.21551138575128,163.99001873867286,145.74555227006056,159.015727214845,0.11202039476369005
18,148.73584556304917,158.27239199084434,146.1488877945792,154.70798506506478,0.11366664947616692
19,142.94469766990247,152.70459367519265,145.92876983320423,149.44866481855846,0.11552852934191886
20,137.630370450393,148.31100140914623,145.7047878687205,150.08125817626168,0.1167749660912466
21,135.30721197412728,142.877624311823,143.8261457035908,154.50003327963825,0.11684949431112192
22,136.82373965717372,135.46232437594517,145.40185676908578,160.2801988977816,0.11693839834369707
23,142.56175378850614,125.17020307130093,146.81756436670642,159.96320823805698,0.11805388049979083
24,145.42327359716825,118.06467860837193,148.44773958205008,162.8074123768682,0.11932032419015161
25,147.43597049061444,113.71891875016861,148.9223439164496,165.7325927994438,0.12145986029412695
26,149.24425917983146,115.62230111632014,151.80570192269954,168.63038670276833,0.12331945712274826
27,150.313406787537,119.45014546078838,154.086795628828,163.90135759294716,0.12453267258814664
28,149.06684448351976,124.49341266621289,154.36592966874133,156.99528763103777,0.12544820824854258
29,148.777328433144,126.20213783359856,152.8920030925247,154.96075207197765,0.12577164353151798
30,152.30283069634066,130.3848586760148,151.6128524872431,151.4529879499022,0.12722365190494944
31,157.38901582532506,135.9305202762096,150.55953505544474,147.04687418769478,0.12997357591848327
32,162.7530126284888,143.78231306232786,150.59848461953516,142.56654943113517,0.1332894048091413
33,165.19864612095031,156.21157364580102,151.6024327567269,147.58212311334083,0.13412684943548375
34,166.91134901673254,172.95162505694603,152.7289667447411,156.23649812791453,0.13308771436787759
35,168.2620174895047,174.41015696332676,151.7411078778946,162.78221291892677,0.131241388596241
36,170.36331354403393,168.23155254110267,150.35758077362289,160.9246166008666,0.12856610372102165
37,171.97165716011895,168.95437947103596,151.77922800445856,160.26573980012822,0.12583079807496728
38,173.1810674809688,172.7952465821229,156.32567823422752,158.89121928624613,0.12401867540223901
39,173.63269308349564,176.9035575880344,159.580499776744,159.07615260770118,0.12293827489490429
40,173.5689302554924,179.47231972624846,161.55288750562192,159.98367459576988,0.12182468303861521
41,171.61651816187594,177.05541376700864,164.27307056761887,162.7587020758252,0.12005918494621692
42,168.07090646459864,173.17619221658495,166.94699674785545,165.35909288097267,0.11927407712382945
43,164.81642275836194,169.156846692021,168.76153574055587,165.4067365499669,0.12020676126758571
44,161.22222683388281,164.48089532160955,168.3191305187109,162.72095328247448,0.1216052136287593
45,152.08601328171244,161.14702627832364,167.0357080877891,159.52396902532365,0.12196062458298576
46,139.24843402343686,161.35054404045175,165.0683481004394,154.1199407935989,0.1208913955120042
47,125.64972452816512,164.26680792048137,165.4908978357797,153.9057332769647,0.11977497149278793
48,118.27048161288918,164.96100250960703,167.03027685539124,160.43950070292436,0.1186796139495285
49,113.95476911013768,163.33726201028085,165.07741057118076,166.3547044538823,0.11877999018776629
50,111.79407815988039,160.1046073577884,159.64220925229665,161.24809768659654,0.11966067284313527
51,107.07899727470908,158.18627664136602,155.08624919770182,155.6719244817963,0.12101038679394396
52,102.98622020934224,159.9513510225637,153.2584656530219,152.3255158101401,0.12152826660159005
53,104.22636179120404,161.57067876401504,150.62681405210532,145.10218000189815,0.12177672358588756
54,114.09259431848788,162.01525254815232,147.95488304690937,134.58331646419217,0.1215972195298546
55,127.03863498472771,162.32685903037307,148.43894672802222,128.80173673610977,0.12134566831887526
56,134.82471183309605,165.81795605103815,150.68414792168096,126.67248476448543,0.12116853872749048
57,142.09744271651599,167.6196558677398,151.01800892819233,127.21209066259667,0.12089832370955253
58,148.4320145400626,168.23969215115983,150.0572903477991,128.35032469286287,0.12063943039249737
59,152.41220702729944,168.34493903996733,149.32807859960127,130.85872702276498,0.12035016535792714
60,150.81110555383142,168.33581322979754,150.51888042683714,132.16257959243734,0.11992077756481923
61,147.8174725331588,168.08117223933024,152.74737945034695,134.7211957572027,0.11941031835626845
62,146.43761868695182,167.94923333640577,154.89347015271414,139.0749967327613,0.11962499501810488
63,147.33644620785896,168.61963824531549,157.56558187001858,143.58516881757538,0.12009487383693399
64,150.04199296572187,170.29857095147017,160.49665424281125,146.111842912642,0.12021116555187907
65,152.94353793051897,172.39689158626163,163.1884049577762,149.45825662172652,0.1197623256829027
66,155.5463745945962,172.83099432280514,163.83409903684802,153.6020208749986,0.11985338813327873
67,155.62977118736777,171.57683055216705,164.69802753096752,157.7027346690608,0.12045200312605717
68,154.85435691111732,169.38015102551327,165.43844833556926,158.32183465271567,0.12129679646289261
69,154.42775471263838,166.96119697512572,165.73423073691336,158.448418735882,0.1221416412532196
70,155.22348717757083,164.83579530688004,165.80330816197775,159.61182471139384,0.12311140990201598
71,156.03456460540107,163.10325128280513,165.25021034908553,162.35723483746239,0.12350643857232138
72,157.0003477985277,162.26450348941663,164.59526032948517,165.39016331629082,0.12321426596350023
73,158.02717231578467,160.91799602546985,164.65121396165566,167.55543604415777,0.12270910058209471
74,158.94469191821472,159.6828549784415,166.05784430579502,168.85508844286065,0.1226788663523032
75,159.9101088165727,158.00639176579463,167.05121806329353,167.40503391649005,0.12236487190714952
76,160.61805057318696,154.3065445032888,167.48243177750933,164.91056765428624,0.12177367916333645
77,161.0834730895904,148.83712796173512,167.79541475768073,162.9316583564619,0.12091417162408401
78,161.37368831708676,144.39712250430554,168.1503563710528,162.44601054569424,0.12050563117459633
79,161.5517505212511,142.86649242772066,168.20468677086316,162.7623690321083,0.12043044108494814
80,161.39681199333464,143.23023882550496,167.7527410194886,160.86645053322061,0.12073050529096163
81,161.22372063082867,146.03237541624992,166.95684470582216,157.99517859813324,0.12108240793550011
82,161.29079139080503,150.37020241874282,165.63887744492786,155.0027476658478,0.12139883462472639
83,161.74492569874312,154.048722110044,164.34134915326675,153.36278096581862,0.12144941262991285
84,161.97910064242745,156.10246716285613,163.36917044271365,153.1142098803123,0.12117169378404478
85,161.85886600548423,157.55160689532363,162.9885877470416,153.4139978108531,0.12073779231153378
86,161.32894548908777,158.62622980772167,163.1935526075022,153.5822671626497,0.12022763371567147
87,160.64680194241168,159.43849031088448,163.7071486404536,152.74898795611685,0.12016171077973109
88,160.04677347079493,160.07445073394356,163.9102897384972,152.1690161537983,0.12062428240890241
89,159.42086673806827,160.6271164066919,163.41874451942036,151.37715330096503,0.12159247735178462
90,158.86399010011223,161.18310576439637,162.22239686463809,151.32839262441342,0.12169754683459873
91,158.4511051896816,161.84636660484048,161.07757594671259,145.43973676221162,0.12091072848755313
92,158.26414335868498,162.36387244397883,159.9737956018814,139.670054751171,0.12032139619840745
93,157.86706650348154,162.65713205913366,158.66546712151424,136.79064931138188,0.12031864006129694
94,156.62729181405206,162.56266543955292,156.49161795043622,139.41316543876908,0.11977130507495248
95,156.34323299743747,161.61541487405756,152.93240490555758,137.25693172081893,0.11892690576459417
96,156.7242400480366,160.33312990960755,146.98322513513028,133.78060486445727,0.11887929648373172
97,158.6391380464963,160.08606830729624,138.12887636150253,132.37452457025339,0.11944453455178353
