frame,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,left_wrist_dist
0,173.75786957787213,176.36374690813528,168.56957181840949,110.59513011035818,0.08742461201416123
1,177.1173503306099,168.21834430413992,176.70473747815504,151.07040827120642,0.10866502797189055
2,172.40308567852767,156.75039298321397,170.8808812508504,168.6854929920675,0.12026121395747826
3,175.50078064230493,157.57557450959482,172.26302911634204,168.30328108503716,0.12004204707434764
4,179.3471377603441,152.65281354705712,172.45142241994213,174.67128969883754,0.11741860535984117
5,177.76460105134558,154.35274041484928,169.24551079433343,179.88004404171676,0.11538105155003116
6,178.0609969252434,159.65573976407245,168.45636346541775,179.03895902755727,0.11478940976916203
7,174.51112364437094,164.5647375669024,169.36994925186903,179.12112803404773,0.11243816380369037
8,173.24309881901289,166.11208121022662,173.21942511325236,176.923849997953,0.11106433197431587
9,173.14455033094285,166.9667276393574,174.982117212011,175.82497528987588,0.11062499459748333
10,172.64841328178,169.88888535023764,174.3455888402584,176.20889413485688,0.11028569987824637
11,171.86538585906683,174.197385646038,172.64130453452697,177.8568175276237,0.10972455879110757
12,171.10411295363724,177.1397067317624,171.5955029040696,179.84147613402988,0.10967877078954165
13,170.63812728063564,178.63841931375777,170.47162993954765,179.2262915664563,0.10987513798848149
14,170.30697426616712,179.8777455785672,168.26795790449998,179.466758475783,0.11011330536507752
15,170.1848516339,179.50313811311167,165.91057253474756,179.36545260020068,0.11006879761635065
16,170.22793343415498,179.35984433077292,164.3908414654728,178.0959201741924,0.11012689818426737
17,170.30280115593138,179.25202887983792,163.3515714201366,176.53794291058676,0.10978907088561539
18,170.05161607034637,179.71567675270686,162.59788329048217,176.23033769854257,0.10940458097205964
19,169.57979108941862,179.44489062205926,161.95819543659564,177.24662935488104,0.10905577782673288
20,169.07728198981408,178.46092807663916,161.27540339869392,178.93358525907178,0.10894001616339054
21,168.78327362345007,177.62907544675275,160.62875061137512,179.6278044503791,0.10891227575423919
22,168.6808103752455,176.66622559304517,160.09908177931572,178.78146986096934,0.10902040433442349
23,168.68954179054325,176.11349253479057,159.7635509809326,178.66345150452284,0.10915422636447317
