frame,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,left_wrist_dist
0,175.7621827104456,177.33293035445797,177.3889784030798,179.27358397302777,0.24657497559996297
1,175.6588825575522,178.12345991178066,175.70656451374998,178.8113784465771,0.24382853068043442
2,175.47409201038894,178.68771442517277,175.29048611072545,178.52530340652095,0.24175756076072238
3,175.1693594159323,179.10036062075767,176.36779586904427,178.3895009849999,0.24040594779624286
4,175.01245521284508,178.8851658527472,178.2149220018766,178.39484773439966,0.23963479531089604
5,174.9407044057583,178.32546019114693,179.34870395849083,178.59366803193447,0.23954977478897008
6,174.99609647741218,177.3439175520718,177.5411504976097,178.65294683953465,0.24010531544808647
7,174.70866369156366,177.0963088408219,176.68253802150332,178.7444366030412,0.24162691723388044
8,174.38804864186582,177.75470444649687,176.60958978456569,178.66567101186385,0.2426616163410476
9,174.40620037822762,179.08760784698,176.3072284141653,178.786981882495,0.2441563361982125
10,174.93844547103222,179.95679580162982,176.3866094474003,178.9353048503958,0.2450917019297106
11,175.30966680158954,179.92032485944233,176.77682713718167,178.64107097410854,0.24578173795249958
12,175.23716647532194,179.85123426019177,177.13175662477914,178.20757553982253,0.24593481173215287
13,174.96825560503302,179.40924042970408,176.79555101836797,177.96419929410226,0.24789295791239457
14,174.913874904367,179.35716836104686,176.6933849395449,177.87873242671515,0.251330717479548
15,174.93282423266862,179.352995122503,176.66666801988498,177.34107996158207,0.2544643650673911
16,174.80033383972938,179.47501773023708,176.68842101336648,176.69147356781036,0.2577173304087224
17,174.49060132207094,179.9474816030223,176.26623124284455,176.12967810762217,0.2621075998764868
18,174.54194652925105,179.22059009312534,175.64739620250748,176.2786014432163,0.26788314455499096
19,174.6914432059609,178.39744599291637,175.2831943651465,177.12770849135788,0.27159125197795647
20,174.61933439406835,178.07784751201575,175.9424875847574,177.59185526905262,0.27116807530058656
21,175.1725716859203,177.9686456358928,177.26724634206258,177.790248737284,0.26927034082292184
22,176.85256450592718,178.19718029741952,178.63123148004908,178.1533281679465,0.26982716322274586
23,176.76336005445137,178.1227485135309,179.35977431476908,178.7911382308894,0.2727406804581034
24,175.99560745369575,177.70230567241518,179.4509693837857,179.3229412297523,0.2785959070203443
25,175.04549765676202,177.44090296134183,178.88674170720557,179.8740661358795,0.2879184772688167
26,175.06964862215924,177.38120484752235,178.47314351769444,179.48437298710124,0.2976499029222673
27,174.83617586172844,177.58600379357847,178.63357167312128,179.18282195517833,0.3057702873950175
28,175.18006770715385,177.68960842350126,179.47101659965423,179.29003814370984,0.3138348339519638
29,175.2700520241708,177.63615106977832,179.13264045534885,179.72753775751482,0.32129234616918323
30,175.4520354772713,176.73757374637825,178.44261011316425,179.750313629616,0.32532170233262125
31,175.6985902519321,175.49281689594167,179.06913123250226,179.44254822315804,0.3279309982793664
32,176.2395072532392,175.53368644388243,179.3464510055153,179.121906492514,0.3306294501906125
33,176.56317770721745,176.69545959065175,178.02540035312092,178.64840838414779,0.3355205069105903
34,176.675539545168,177.8170920348032,177.169975107053,177.84606651782576,0.33439167337951164
35,176.7409010345228,178.20937984441383,177.04310905723537,177.010677741324,0.3253691786999341
36,176.85608633051527,178.2688283942488,177.23436224233086,176.32395243176381,0.31400124943868335
37,177.09425120301202,178.09468459890883,177.57540982722333,175.8848264338303,0.30986901945960266
38,177.17943124933092,178.13324428126828,177.38807658169586,175.76454817707108,0.31314783916912203
39,177.1524943714412,178.41412626516208,177.0451425830384,175.92812478696413,0.3230867882363569
40,177.2165310546652,178.74981555024254,176.57266334346917,176.12854279145762,0.33600467509248866
41,177.43614854275143,178.53167622875935,176.58096550638317,176.23019117252775,0.34567821375289043
42,177.6053560681179,177.6058914803586,176.7527072394412,176.27559673821358,0.3498074869364374
43,177.68712927933882,175.9927147686775,177.0406770683829,176.39156470615114,0.35177572165047877
44,177.81383105484915,174.50715241071015,176.98373883739416,176.8767662076126,0.3518360079987096
45,177.8879505324535,173.8936817742243,176.78727226826655,177.4802894234564,0.349276933019958
46,177.91612061856827,174.16352976097033,176.66805733198385,178.20480949695514,0.3440319195263229
47,178.2809203487179,174.78879119761612,176.46832899836744,178.72734461584693,0.3378012378573289
48,178.5899052805157,175.74091967720733,175.81553732439136,179.00309755635257,0.3319350914325881
49,178.0727464081859,176.9539567922575,175.33598631433264,179.12737874893546,0.32203330924013573
50,176.84188538791742,177.81294780063158,175.93944936987674,179.34567826685486,0.30861114690733715
51,175.79356266685372,178.1995138923894,176.88158964649102,179.51745236307227,0.29619184138006355
52,175.52796458495231,178.11527852264135,177.3440307441563,179.4121919981654,0.2908934218100931
53,175.50144038044587,177.6100289723522,177.58863558098795,179.41808631194803,0.28979421298159075
54,175.7318273199635,177.04928950511055,178.11066705694856,179.38917333130541,0.2895321082158827
55,176.0983107457305,176.80291998358078,178.25576943590028,178.87501340586812,0.28916815224372067
56,177.28708461618598,176.66757496931115,177.97230005254465,177.9001582544572,0.2881508720737502
